3113|3|1|1|3|D$
3114|3|1|1|4|D$
3121|3|1|2|1|D$
3122|3|1|2|2|D$
3123|3|1|2|3|D$
3124|3|1|2|4|D$
3131|3|1|3|1|D$
3132|3|1|3|2|D$
3133|3|1|3|3|D$
3134|3|1|3|4|D$
3141|3|1|4|1|D$
3142|3|1|4|2|D$
3143|3|1|4|3|D$
3144|3|1|4|4|D$
3211|3|2|1|1|b1$
3212|3|2|1|2|b2$
3213|3|2|1|3|b1$
3214|3|2|1|4|b1$
3221|3|2|2|1|b2$
3222|3|2|2|2|b3$
3223|3|2|2|3|b1$
3224|3|2|2|4|b2$
3231|3|2|3|1|b2$
3232|3|2|3|2|b1$
3233|3|2|3|3|b3$
3234|3|2|3|4|b3$
3241|3|2|4|1|b3$
3242|3|2|4|2|b3$
3243|3|2|4|3|b2$
3244|3|2|4|4|b1$
3311|3|3|1|1|b1$
3312|3|3|1|2|b1$
3313|3|3|1|3|b2$
3314|3|3|1|4|b2$
3321|3|3|2|1|b2$
3322|3|3|2|2|b3$
3323|3|3|2|3|b1$
3324|3|3|2|4|b2$
3331|3|3|3|1|b2$
3332|3|3|3|2|b1$
3333|3|3|3|3|b2$
3334|3|3|3|4|b1$
3341|3|3|4|1|b3$
3342|3|3|4|2|b3$
3343|3|3|4|3|b2$
3344|3|3|4|4|b1$
3411|3|4|1|1|D$
3412|3|4|1|2|D$
3413|3|4|1|3|D$
3414|3|4|1|4|D$
3421|3|4|2|1|D$
3422|3|4|2|2|D$
3423|3|4|2|3|D$
3424|3|4|2|4|D$
3431|3|4|3|1|D$
3432|3|4|3|2|D$
3433|3|4|3|3|D$
3434|3|4|3|4|D$
3441|3|4|4|1|D$
3442|3|4|4|2|D$
3443|3|4|4|3|D$
3444|3|4|4|4|D$
3511|3|5|1|1|b1$
3512|3|5|1|2|b2$
3513|3|5|1|3|b3$
3514|3|5|1|4|b1$
3521|3|5|2|1|b2$
3522|3|5|2|2|b3$
3523|3|5|2|3|b1$
3524|3|5|2|4|b2$
3531|3|5|3|1|b3$
3532|3|5|3|2|b1$
3533|3|5|3|3|b2$
3534|3|5|3|4|b3$
3541|3|5|4|1|b1$
3542|3|5|4|2|b2$
3543|3|5|4|3|b3$
3544|3|5|4|4|b1$
4111|4|1|1|1|D$
4112|4|1|1|2|D$
4113|4|1|1|3|D$
4114|4|1|1|4|D$
4121|4|1|2|1|D$
4122|4|1|2|2|D$
4123|4|1|2|3|D$
4124|4|1|2|4|D$
4131|4|1|3|1|D$
4132|4|1|3|2|D$
4133|4|1|3|3|D$
4134|4|1|3|4|D$
4141|4|1|4|1|D$
4142|4|1|4|2|D$
4143|4|1|4|3|D$
4144|4|1|4|4|D$
4211|4|2|1|1|D$
4212|4|2|1|2|D$
4213|4|2|1|3|D$
4214|4|2|1|4|D$
4221|4|2|2|1|D$
4222|4|2|2|2|D$
4223|4|2|2|3|D$
4224|4|2|2|4|D$
4231|4|2|3|1|D$
4232|4|2|3|2|D$
4233|4|2|3|3|D$
4234|4|2|3|4|D$
4241|4|2|4|1|D$
4242|4|2|4|2|D$
4243|4|2|4|3|D$
4244|4|2|4|4|D$
4311|4|3|1|1|ar1$
4312|4|3|1|2|ar1$
4313|4|3|1|3|ar1$
4314|4|3|1|4|ar1$
4321|4|3|2|1|ar1$
4322|4|3|2|2|ar1$
4323|4|3|2|3|ar1$
4324|4|3|2|4|ar1$
4331|4|3|3|1|ar1$
4332|4|3|3|2|ar1$
4333|4|3|3|3|ar1$
4334|4|3|3|4|ar1$
4341|4|3|4|1|ar1$
4342|4|3|4|2|ar1$
4343|4|3|4|3|ar1$
4344|4|3|4|4|ar1$
4411|4|4|1|1|D$
4412|4|4|1|2|D$
4413|4|4|1|3|D$
4414|4|4|1|4|D$
4421|4|4|2|1|D$
4422|4|4|2|2|D$
4423|4|4|2|3|D$
4424|4|4|2|4|D$
4431|4|4|3|1|D$
4432|4|4|3|2|D$
4433|4|4|3|3|D$
4434|4|4|3|4|D$
4441|4|4|4|1|D$
4442|4|4|4|2|D$
4443|4|4|4|3|D$
4444|4|4|4|4|D$
4511|4|5|1|1|D$
4512|4|5|1|2|D$
4513|4|5|1|3|D$
4514|4|5|1|4|D$
4521|4|5|2|1|D$
4522|4|5|2|2|D$
4523|4|5|2|3|D$
4524|4|5|2|4|D$
4531|4|5|3|1|D$
4532|4|5|3|2|D$
4533|4|5|3|3|D$
4534|4|5|3|4|D$
4541|4|5|4|1|D$
4542|4|5|4|2|D$
4543|4|5|4|3|D$
4544|4|5|4|4|D$
5111|5|1|1|1|D$
5112|5|1|1|2|D$
5113|5|1|1|3|D$
5114|5|1|1|4|D$
5121|5|1|2|1|D$
5122|5|1|2|2|D$
5123|5|1|2|3|D$
5124|5|1|2|4|D$
5131|5|1|3|1|D$
5132|5|1|3|2|D$
5133|5|1|3|3|D$
5134|5|1|3|4|D$
5141|5|1|4|1|D$
5142|5|1|4|2|D$
5143|5|1|4|3|D$
5144|5|1|4|4|D$
5211|5|2|1|1|D$
5212|5|2|1|2|D$
5213|5|2|1|3|D$
5214|5|2|1|4|D$
5221|5|2|2|1|D$
5222|5|2|2|2|D$
5223|5|2|2|3|D$
5224|5|2|2|4|D$
5231|5|2|3|1|D$
5232|5|2|3|2|D$
5233|5|2|3|3|D$
5234|5|2|3|4|D$
5241|5|2|4|1|D$
5242|5|2|4|2|D$
5243|5|2|4|3|D$
5244|5|2|4|4|D$
5311|5|3|1|1|a$
5312|5|3|1|2|l1$
5313|5|3|1|3|l2$
5314|5|3|1|4|l2$
5321|5|3|2|1|l1$
5322|5|3|2|2|l2$
5323|5|3|2|3|l1$
5324|5|3|2|4|l2$
5331|5|3|3|1|l1$
5332|5|3|3|2|l2$
5333|5|3|3|3|l1$
5334|5|3|3|4|l1$
5341|5|3|4|1|l2$
5342|5|3|4|2|l2$
5343|5|3|4|3|l3$
5344|5|3|4|4|l4$
5411|5|4|1|1|D$
5412|5|4|1|2|D$
5413|5|4|1|3|D$
5414|5|4|1|4|D$
5421|5|4|2|1|D$
5422|5|4|2|2|D$
5423|5|4|2|3|D$
5424|5|4|2|4|D$
5431|5|4|3|1|D$
5432|5|4|3|2|D$
5433|5|4|3|3|D$
5434|5|4|3|4|D$
5441|5|4|4|1|D$
5442|5|4|4|2|D$
5443|5|4|4|3|D$
5444|5|4|4|4|D$
5511|5|5|1|1|D$
5512|5|5|1|2|D$
5513|5|5|1|3|D$
5514|5|5|1|4|D$
5521|5|5|2|1|D$
5522|5|5|2|2|D$
5523|5|5|2|3|D$
5524|5|5|2|4|D$
5531|5|5|3|1|D$
5532|5|5|3|2|D$
5533|5|5|3|3|D$
5534|5|5|3|4|D$
5541|5|5|4|1|D$
5542|5|5|4|2|D$
5543|5|5|4|3|D$
5544|5|5|4|4|D$
